Uniprot ID,Gene,Species,TCGA-CancerName,Cancer Type,Impact,Category,Evidence
Q6P179,ERAP2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q8NCC3,PLA2G15,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P50914,RPL14,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P06703,S100A6,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P78406,RAE1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q13043,STK4,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P25786,PSMA1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P23526,AHCY,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q5M9N0,CCDC158,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P55036,PSMD4,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P15374,UCHL3,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P02545,LMNA,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q15404,RSU1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P06276,BCHE,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q8NFH3,NUP43,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q14457,BECN1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P34896,SHMT1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P50395,GDI2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P17931,LGALS3,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q96FW1,OTUB1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P17302,GJA1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P61960,UFM1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q07960,ARHGAP1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P61088,UBE2N,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P15144,ANPEP,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q05682,CALD1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9NWT6,HIF1AN,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P62495,ETF1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q15046,KARS1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9UBB5,MBD2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9Y3U8,RPL36,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P05386,RPLP1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q7Z4G1,COMMD6,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P17050,NAGA,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O43707,ACTN4,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P68400,CSNK2A1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O75367,MACROH2A1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O75410,TACC1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q01974,ROR2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O94907,DKK1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9Y536,PPIAL4A,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P46778,RPL21,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O60664,PLIN3,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9HC35,EML4,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O95197,RTN3,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P52594,AGFG1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9H1B5,XYLT2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q5MIZ7,PPP4R3B,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9NRX4,PHPT1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q5QJ74,TBCEL,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P83731,RPL24,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P26885,FKBP2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O00233,PSMD9,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q92879,CELF1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P49770,EIF2B2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P62851,RPS25,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q86SF2,GALNT7,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P07942,LAMB1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q969G5,CAVIN3,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q08257,CRYZ,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P04080,CSTB,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q15424,SAFB,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q13123,IK,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P38606,ATP6V1A,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O15143,ARPC1B,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9H910,JPT2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9UNH6,SNX7,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P11047,LAMC1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q15286,RAB35,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P18077,RPL35A,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q13740,ALCAM,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P08670,VIM,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P51884,LUM,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q8ND76,CCNY,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P07195,LDHB,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P19022,CDH2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9P2I0,CPSF2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9Y6D6,ARFGEF1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9ULH1,ASAP1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P61970,NUTF2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9NZU5,LMCD1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O15173,PGRMC2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O15511,ARPC5,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O00231,PSMD11,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O43286,B4GALT5,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q15036,SNX17,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q01469,FABP5,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q4G0F5,VPS26B,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9Y287,ITM2B,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O15232,MATN3,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O15031,PLXNB2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P46821,MAP1B,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P48723,HSPA13,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q96JY6,PDLIM2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9NY27,PPP4R2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q99627,COPS8,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9BQE5,APOL2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q8NBJ5,COLGALT1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P17405,SMPD1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9NUQ9,CYRIB,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q16658,FSCN1,Homo sapiens (Human),BRCA,Breast cancer,decrease,Secretion,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O00764,PDXK,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q9NZR1,TMOD2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q99439,CNN2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P54802,NAGLU,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
O76094,SRP72,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q13017,ARHGAP5,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
P23284,PPIB,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
Q15018,ABRAXAS2,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"Overall, 3513 proteins were robustly quantified in the cell proteome (in at least two of three biological replicates in both cCAFs and pCAFs), 681 proteins in the soluble secretome, and 165 pro teins in the EV fraction."
